10  8   8   8
0 0 0 0 0 0 0 0 0 0 
0 3ee26f9b 3ea87513 3eb152f9 3e6b30c9 3f0d869f 3e720e33 3ef6d156 3f2aa5b4 0 
0 3f0945ec 3e5e1e2d 3e92be7d 3f49c7ca 3f39432b 3f6bbce7 3e5e0162 3effd298 0 
0 3e058029 3f79d4c3 3eee9045 3f79eff9 3e527191 3e100cff 3eb94a11 3f602975 0 
0 3f62826a 3f214e72 3d413f0d 3f0b6eae 3f74699f 3ec8365f 3f542908 3f3e244a 0 
0 3f2fbb16 3f3caa81 3e80bf86 3f461ee8 3f79e85e 3f483956 3eff4997 3f4ac191 0 
0 3f4ad2d0 3f731964 3f578174 3f169139 3f43c01a 3ebc9496 3f5a183c 3f60bdb4 0 
0 3f5246fe 3e5c6d49 3eac1928 3f1aab5b 3ec4ecb3 3f4a8173 3ed36923 3eb30827 0 
0 3e8e74da 3f7c5e70 3e8deebb 3e2cf364 3f3315e2 3e578558 3e0be79d 3f54e0a0 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 3e9fa4ab 3f02f6ed 3f785ab4 3f10daea 3f29db16 3eacb1bf 3f71b398 3e19853d 0 
0 3f35f49d 3e47e656 3eaa8029 3ec95677 3f6ac91b 3f2b88a1 3f62caf9 3ebaf737 0 
0 3e9b70ad 3e59462e 3db68875 3ca13fb8 3d97f8c6 3f0a1647 3e7d6995 3ebe6402 0 
0 3dc8946c 3f7c2f5d 3f7135d3 3e8d0f75 3f644db1 3e6c9a0e 3f7c47d9 3f751d70 0 
0 3f338128 3ecbaae3 3ec33f1b 3e2a2ff9 3f79f36c 3f2f4e31 3e85399f 3f0d75d6 0 
0 3f2ae11b 3f34b5a3 3f604e8f 3ee91672 3f202f63 3e2a1532 3e80b32a 3f1023ed 0 
0 3f076bb1 3dbf45aa 3e1d9a48 3d64daee 3e88702e 3ef7ec40 3eae0bfa 3f7479b9 0 
0 3f7b1edf 3f37777f 3f0c5744 3f1fc46d 3f027a41 3f5a83e0 3f19ff79 3cc847c2 0 
0 0 0 0 0 0 0 0 0 0 

3f4e81bd 3db807ea 3f1d1226 
3f2eff87 3f5df212 3ee19f7d 
3c9ad6ec 3f510562 3ed2a50e 

3df959d0 3f0867da 3f5546fb 
3f03da58 3dfad1f0 3f567cc3 
3f26dd91 3d9a6e37 3f1b589d 

3dd712f6 3f192ae8 3f30b91e 
3f1e18b7 3ebf362f 3f36b3c9 
3d6b6e58 3e9aa19f 3f26bfdd 

3f28a17a 3df9fcdb 3f00319f 
3f0c6145 3f594f4f 3e9033de 
3f056e7c 3e27c996 3f3573ce 

3f7b010e 3ebae947 3e37d83b 
3e1b99de 3f59f6df 3f0f0871 
3ec7fe01 3c749aa7 3e4979f0 

3f695314 3f536142 3f2a3c01 
3f09ea68 3d94348e 3df5a3a7 
3f38b8d1 3f04c10b 3f1e54f1 

3f73f42d 3f632fcc 3e502ccd 
3f66c9b6 3f3c51e6 3f1e8c60 
3f1d3f07 3cb9a5bb 3eb8ea89 

3e609c0c 3f2d2d9c 3cfc7e5f 
3f3044dd 3f2d30c7 3f79f00c 
3f5596ee 3f5c0e9a 3ee9e1b4 

3ee73c35 3dd7329b 3e9af1ec 
3f4e8049 3ec00cab 3d84a3da 
3f3f3f98 3f4e3b27 3eb4b6e6 

3f509b87 3dc68ba1 3f644db0 
3f242bab 3f0b905e 3d268953 
3c2e1602 3ee2d04c 3ebc865b 

3f8719d4 3f85cdff 3f982a06 3fd0277c 3fdccfe0 3fd333d2 3fa2fa31 3fa8e5b9 
3f42f3f3 3e4b2e17 3f7317e9 

3f6ed604 3c9f8257 3f24ff67 
3f1a4f85 3dd4d82b 3f730675 
3f09086e 3f47719f 3f23cc42 

3f68e8e8 3eb15c59 3e544502 
3e662c28 3ed06c9c 3f273306 
3ee65cf4 3f6604e3 3f7d75ea 

3ed10428 3ee7d903 3f781ed0 
3f6a2194 3e909dcc 3c4ced10 
3f733bd7 3eb51f65 3edf8c86 

3e8073eb 3f257ed0 3f376188 
3f6ec867 3ec2036d 3ec79532 
3ee97cf4 3f3b927a 3dc34402 

3f4f27ca 3fc6593a 40167f2d 3fe08dff 3fcb9de8 3ff8f5b2 3fd6dd76 3f84a524 
3fb9af8f 402ce6a3 405b3dc5 4049b867 404abb5a 40338954 40470b1a 400ffc5e 
3fb27be4 401bb045 402b0eed 400bc90c 401e6507 402f3733 4054c315 4016787b 
3f9288a5 3ff4d251 400f6702 40014b87 3ff2964d 3fd1d79b 3fdebad1 3fa98b53 
3fba0372 40183dd6 401019ae 40089a59 4027e8b3 3ff802f0 3fa3e781 3ecaae7b 
3ff839b3 402b835a 40422912 402a3ade 400f0524 40018cd5 3ff5d3cf 3f4b8031 
400b8d93 4058ef10 4039ca33 3fe01245 4014f8d2 3ffb820e 3fce138b 3f59867f 
4016e9c6 403389b1 400c4024 3f94daaf 3fb340e2 3fe97dd5 40052aea 3f815d75 

3f8def4e 3fb7d17d 3fe15642 3feb0e7c 3fb8e10a 3fb0c3a9 3fc94b72 3f0519ea 
3fba9f84 401056b5 40255a5a 400f25f2 40205e47 4022be2a 4032e9e0 3fd62b56 
3f8a634a 3ffa2f33 4009b1c3 3fe0b5fd 3ff46718 3fdd9e56 4010a221 3ff76ec0 
3f87df1c 3fcc8fbc 3fc036a2 3fb82029 3fca19a5 3f9ca478 3f97c7fe 3f48946c 
3fc98e39 3fca6534 4004a501 3fddac83 3ff6f964 3fc20eb0 3f8858d5 3e8dfd9f 
3ff4c7b1 4014e7f9 3ff1f6df 3ffb6e38 400651b9 3fb63175 3f6f1d42 3f064682 
3ff899f7 4012046d 4007f313 3faa721a 3fea06f6 3fe3fd16 3fcdf5ad 3eed793a 
400403bc 401ced08 3fd33053 3f549e2f 3f871f6e 3fae4604 3fb7dc0a 3f710272 

3f9ef6fb 3feb23fb 401a84bb 402c4e92 402637df 400a6b24 402be7f1 3fbd7f46 
3fdcfbc8 402e929a 407f3ca2 403795ef 403c9d96 4048ac8e 406b191a 401d31c0 
3fa9b8a8 401557a9 404cd4a3 402f2e66 404a4fc4 402d6cc9 403fa88d 400d707c 
3fcd9e90 40329641 402282f1 4016d64c 40173f5f 4001e6e9 40155acc 3f9e693f 
3ff06a9f 400da558 40334d84 401d0eaf 402f27b7 3ffb9785 3fe272ed 3f01476b 
40119e25 4069bc0c 4050cf63 40352c56 40589d8d 401fe821 3ff66140 3f3feac2 
402abd2f 404afb66 40583659 3fe9d639 400832e7 3ff25355 402be247 3f8c0e4e 
3fed21ee 4041b229 401df149 3fa1a2cc 3fbab920 3fd2cea4 3fd9bcb7 3f774b12 

3f3e08c5 3f9f840d 40061288 3f9a884a 3fcbe1c6 3ff9cd4e 3fba3353 3f7ee87f 
3fcd557b 3ffae2f5 4036337e 400cf351 4017e1c0 3ff10659 400dc98a 3fa0931a 
3fe0ea8c 3fce7750 3ff4949e 3fee6ff2 400da19a 400a2629 403f77d9 3f53cfe9 
3fa1fb4f 3fdbc01a 400062e7 3fe88bee 3fd8fdbf 3fa61350 3ff1e2ff 3f3a33cb 
3f779325 3fffd285 3fea3993 3fc4bf39 4013f416 3f80c194 3f78a65b 3e799e26 
3fc92f1d 40084af3 4031a18d 40046e5c 3ffc9dca 3fc3511e 3ff12a9b 3f04e76d 
4011fa30 401d91d7 401d3479 3f8c1301 3ff866d5 3f788a9f 3f9f4ca7 3f24b7ce 
3fe8812a 3fbcb835 3fa09c21 3f51ff89 3fba06d9 3f89b66b 3fb10fe0 3ea25e69 

3f94a1f1 3fe282a1 40161b09 4011f715 4005b5b9 4020b02f 40225020 3fa771b2 
3fd31a0c 403a8be5 40615f5b 40298c2d 40312905 40193acd 40407908 401826c2 
3fb19775 401d7f76 402823d8 40274c73 40443f59 403db02e 4045866a 400244bd 
3fdc6d5b 402cd35e 40332934 4023e990 400f177b 40029677 4004dc96 3fb1848c 
3ff3ff46 400017b8 40294daf 3ff28a6c 402c2c3b 3fd86447 3faabefc 3ee1d49d 
4010be66 4065987d 40459982 4049cfca 4032f5a6 402ebdbb 400840cc 3f587198 
4035ec93 40632e44 403a3fcc 3fabb15e 4000fdae 3fdbd1d1 3ff4b8a2 3f810371 
3fea6b50 400bc5c3 3fe5a449 3f93e4f5 3fb148f7 3fd723c6 3fc6913f 3f510e65 

3fb8813f 40177df3 3ff04b70 4003114c 40032091 3fc1db63 3fdffea7 3f1795ba 
3fe234cf 4015edbd 404cb6ae 400f5e20 4033716b 400f01f9 3fd19918 3f7c1e72 
3f54ca4f 402cb092 3ff788de 401390f6 4002d600 40168c2f 401544f0 3f65400c 
3fe49ffa 3fdf7c9f 4017f9eb 3ff21062 3ffc7e5a 401acf9e 3ff2a666 3f97ceeb 
3fa3dea0 4003b4bd 3fcfabb1 3fae5a03 402297c3 4000c35f 401e792a 3f9d2ee4 
3fdfe709 400b7879 3fb89dfe 4027f886 400b3c24 402e981d 3fec46a7 3fe593cd 
3fc9a30f 3fa86a29 4004e789 401d772c 401c02fd 4023cef8 4015f217 3ffddfc0 
3f3818c4 3f81433f 3f7c783b 3fca50d2 3fd4c265 3f82f091 3fc4f000 3fa81a95 

3fbc7a3f 4017b7a8 4027b360 3ffd5620 4019a18c 3fc4e02b 3ff6b284 3f383585 
3fd333fd 4056b690 405af37a 40410ec1 407181c1 40092371 403d78c4 3ee06874 
3fc48ee9 40238cc5 402d834f 4028d9a2 4043fa58 3ff4a2eb 404a49fa 3f9b1ea8 
3fd758c2 402ff472 4008aa9a 401803a2 404bbc96 40129fa8 403cf46d 3f79bda2 
3fd33e8d 40089fc3 3fc411bc 4035892c 401c813d 4011223b 4042cc67 3fba09f6 
3fdc52d1 400f82e9 402bf531 40261ad3 402f98a4 402e534a 404d3063 3faa8ed6 
3f73add7 40123d09 400bf3c8 4043215a 4034e647 403ed989 404c851f 3fdd0d0e 
3f2c09d9 3fbd0e42 3fd17b6b 40146ab8 3f9c6891 402dadd3 3fc72f3b 3f9ef61a 

3fd0df83 402040d5 401baa02 3fec6a5d 4013df69 3fda27de 3fd879e2 3f53b0e2 
3fdba499 40581781 406321d4 40372dc0 406244d8 4029bc1d 4012d03a 3f2a5a22 
3fae925b 4024b708 402bd989 402288c2 4024d101 401b4f09 403a4b91 3fb38c1a 
3ff16358 401bc01d 40093e0b 40154f30 40413a7d 4022f930 402dc780 3f8c0309 
3fe2839b 3fea24df 3fd496fb 402cbd6c 401f53b6 400bb681 4034fff5 3fec3f6b 
3ff1880f 401d0cbe 40272c26 402810bf 4029d6d7 403b881c 403cb8cc 3fd65b5a 
3fac7687 400314f5 40035f97 4042cfd2 40357185 4032f268 4046eaa3 3ffd8cdf 
3f2987ab 3faabba3 3fac9ac2 3ff015a3 3fb2e7d7 3ff44c34 3fbe4147 3faecf18 

3f086afe 3febd017 3fff9c69 4001f363 3fdd1b07 3fb480c4 40069f17 3f1f4af0 
3fdccb17 401d17e4 4059d765 4048e968 40470f7a 400764fb 402b3b78 3f424ca9 
3f5e86b4 4020d044 40152d15 40245cff 401d3804 400346bd 404e2bb5 3fa4c0fa 
3fbf192f 401720a9 402880a8 40156071 4012f2ec 401c1432 40059d45 3f8cab8f 
3f6004e4 40265077 3ff93afc 3fb7b81f 40143b4a 4026c350 40413bf2 3fb6146a 
3fe1edbd 40249f1d 3fc8e6eb 4019b230 402c0bec 4035c912 40086719 3fceca08 
3f6564a8 3fd01577 400678c4 401a7a3f 40348902 403ada2d 401aeb7e 40182e00 
3f517df7 3fabf772 3fa8e546 3feaabd8 3fe8ae69 40069c2c 3fafb65c 3fc445ce 

3f68308a 3ff86ead 401a17b1 3ff28444 3fe1b668 3fddd664 3fd367d1 3f537889 
3fd1b58e 40305424 404211e2 4042e1d5 402cbd0e 401aa9a9 4016c06b 3f4179fa 
3f9d2180 4007aed0 4039bd5b 40090c37 401d86df 40128c5d 40203ef1 3fc10586 
3fab517e 402f51fd 400965db 40078a64 40179e80 401e2120 40023f39 3f965bdf 
3fc0e192 400c3047 3fed3cfc 3fcec3b4 40094bc4 402a246d 401943f8 3fe9ac6b 
3ff56934 40100e80 3fc78e4e 3ffbebd8 4041b2af 4011e819 401289ef 3fd11ab8 
3f90890f 3febc9a6 3fe7c019 402afd86 4035dd5d 4021666e 401c41c3 40200e87 
3f8254ed 3fa24a84 3fc73988 3fff412c 3fffea4d 4009976c 3fd61f07 3fd13317 

40100a92 407aaa90 40875272 4073584c 4068ef85 405d688a 405b6e0f 3fd07001 
404df22f 40a16a30 40d3fa3a 40ac8b43 40bf1663 40a145a6 4097ebd3 404f03fa 
400e7086 40a4306c 409369ae 408fad01 40909d84 40a2e1b1 40b50403 404fc87e 
403b944f 406a2778 4093b077 407a53b8 40778a53 4081ddb6 4068b09b 4020ad1f 
402ef109 408df949 4077ef87 405fc75b 40a5403b 407cc4d8 40706ceb 3fcfda83 
406c105e 409b7dea 408f3c08 40a919b2 408d20a4 40981279 40710d3b 4025a9f3 
40705f1a 40969212 409f58de 4086c027 40987de8 4090c800 407cfbdc 40355180 
4044eff7 40742b51 404b5e33 402f95c1 404401a4 40363733 4067a2ea 4014bc05 

402534c7 4073a066 408c2f41 4074324e 40761212 403ad1ea 405ffefb 3f9ea7b8 
4046e9c1 40b386a3 40c026ea 40a81a59 40c8f004 4095f0cd 40b83152 400722ba 
40277919 4090522f 409b9a89 408c9a50 409f16f2 406920a0 40ad760d 404946b4 
402f9bef 408b1e28 4068c5eb 407413b7 409864b4 4060f1e3 40846c36 3fe12907 
404e6663 406dd25d 4066addf 40922fb7 408bfef7 40722993 40837c69 3fdd895e 
40688d41 40923571 40927850 4091e8f7 409af52e 4084b602 40847bda 3fedb217 
40393871 409220bb 4089f36e 408c2d34 4094f4e1 40986c0a 4099bffb 400c35ae 
402f0633 407b7429 405255df 40499244 4011c400 4082686a 403f85a2 400bbba9 

4037eb3f 408ae969 409b175e 409141e0 409d0ba4 40777f13 408c1271 4013abdc 
405c5030 40c3550e 40f12f3b 40b761d7 40cf7137 40b93456 40bef4aa 4047c849 
402c2581 409d0758 40bc5716 40a8db94 40b79062 40a45de9 40bcfa0f 40673689 
405f80f4 40a72b2f 4095e07e 409612be 40ac3cee 4092700c 40a19126 40153624 
4069771d 40815be4 408ecc81 40a4e60e 40a73db6 4084c122 40931cb6 40167190 
40853116 40c36465 40bbfdc5 40ae9e8a 40c13a32 40adb81e 409bf4b6 401b285e 
40807c39 40a7082e 40adcaf8 409bdd77 409ed236 40960e09 40b96675 4044cd97 
4020f2e2 408b87fd 40743eaa 4048dc37 4036d07c 40638d6c 404bfeff 40153a51 

3fa339e1 4045aa12 4082f05e 404f3787 40547e67 40572709 4063b8c0 3fcf19b8 
40551049 408d44af 40c80572 40aaee5d 40af789d 407fe828 409c8281 4000dcb7 
402816f3 408405f6 4087bbb2 408dca7c 40956ccf 4086b673 40c6d1c7 40075477 
40308a3f 4082805b 409471c7 4084d334 407f71cb 406f1dda 407e8ec4 3fe9c575 
3febcc04 40931cdd 4071ba47 403e3bac 409417b0 4067241a 407f6589 3fd5482f 
40558e6d 40967508 408b0a81 408f1046 40952d68 408bb8d0 40807e33 40089edf 
404b5359 4082ce49 4091d69e 406083c0 40985e36 4078fcd5 406a91d1 40415bf3 
4028a013 403457d4 4024c0b4 4029d5ce 40515aa1 404b7761 4030631e 3fecdd68 

40045d1b 406d78a7 4098195d 40859c9b 407690ed 4087cdb0 40860204 400896fb 
405267cd 40b57005 40d1b89f 40b63701 40aef30a 4099f23b 40ab9cba 40488540 
40275c7a 40929723 40b0f099 40982c55 40b0e31c 40a81e45 40b2e2ae 4062c780 
4043df6d 40ae12ae 409e4787 4095b9fa 40935afe 40905bcb 40838de7 4023f035 
405a706c 40862400 408ff616 4060a710 409abc00 408b2b48 406ea376 401110c9 
4085b980 40bad37f 4094b054 40a3e2db 40ba542b 40a052ea 408d655d 401ea9c2 
407e311b 40ac898b 40970fec 40806b1a 409b6d86 4087a7ab 408b4f0a 4060903f 
4036601e 405ceb05 40566ee8 40499310 405899a2 4075294f 404e5823 401cdd25 

  8   8   8
0 0 0 0 0 0 0 0 0 0 
0 3d90bf0e 3ee92471 3f235934 3d552534 3f57920e 3e220ac5 3f33b7b5 3f2d3631 0 
0 3de5c35c 3f423e1b 3daa97ba 3f018220 3f6d7033 3f245b29 3eacf87a 3e88a7db 0 
0 3e245b52 3f675182 3d8d8877 3f75c4b9 3f128b02 3f3a37fe 3f4aa2d2 3f2e7c81 0 
0 3f54605a 3f58f678 3f6af799 3ed625d2 3f6c962f 3f1f56e0 3e9dd8ca 3f1e11f5 0 
0 3e056963 3eff14c2 3f1367a4 3d91e7b4 3f28ba79 3eb45aa5 3f5ec7a7 3ec0cec6 0 
0 3f007a81 3da50417 3f41f1a8 3ddf882b 3e9bb3d9 3e3e47ef 3ea25137 3e61f9d1 0 
0 3f3e3bf1 3f786d84 3da69f0b 3ddc81c1 3db6aadc 3dcaf003 3ed5e117 3f05e650 0 
0 3e0d14c7 3e9b396a 3eafdc61 3ede75dc 3f1c0c62 3e8f9427 3f716833 3ed3025f 0 
0 0 0 0 0 0 0 0 0 0 

0 0 0 0 0 0 0 0 0 0 
0 3e17b48f 3f2b259d 3f381eb2 3f79cb46 3f4b2cc9 3eff5309 3df44d36 3ee337ed 0 
0 3f337d2a 3f59728f 3f219c6f 3f419fb3 3f389cfe 3f156f2b 3f707751 3f7de403 0 
0 3f0626df 3f37d8b5 3ebdc374 3da96214 3ea88929 3f2c1b66 3d2b295a 3ddaad1d 0 
0 3f4eb784 3eb4b3d0 3f5976f4 3ebfe83d 3dc1d6a3 3e334444 3e30b7db 3f6fa1a9 0 
0 3f4b6aed 3f400367 3e324572 3e086c20 3f5efa54 3f566b4a 3df89438 3e8208d0 0 
0 3e68725d 3f6c262c 3f55ebb2 3f7b3583 3f7272e2 3eac2915 3ed5a92f 3f5c163c 0 
0 3d47dec1 3f50eb0b 3ec990e7 3f247056 3f31fef5 3f69012f 3e6091c4 3e197b9d 0 
0 3f0a7386 3edd8b89 3f1c86b0 3eef1ea2 3ea7e42e 3e6a7e96 3ec78fc2 3f2c6a6b 0 
0 0 0 0 0 0 0 0 0 0 

3f785036 3ec8c83d 3d6bfa55 
3e9104a3 3eca3adf 3db81f2b 
3f6b876d 3f109a15 3f43eac7 

3f405847 3e148dff 3f79b3e3 
3f207d08 3efc81f1 3e908782 
3e10f708 3f20852c 3f331167 

3ed20d3c 3f7adc4d 3e3cb65f 
3f1d8653 3eac9d92 3f7d942b 
3f61d42e 3e9dc521 3f221b21 

3f21dd57 3f54d253 3f57540d 
3f3c8523 3f46ddf7 3f35aa44 
3dc6b24a 3f30806a 3e73913f 

3f61d9d8 3e8aeb43 3f427410 
3ee3054a 3f65ae2e 3eef5402 
3e923647 3f242832 3f5120b4 

3f0de9f9 3f61ac1f 3f3f3b9d 
3f4b0361 3d338c91 3f0c80c7 
3e9e1df4 3de50135 3e7b30d8 

3f507657 3f18cf63 3da6e8c5 
3e796fa7 3f7ab8c5 3f0a7ef3 
3f3f6c8c 3de01e12 3ef4230a 

3f324562 3db1187a 3f602ddc 
3efd9d4a 3f4db3e1 3eb7396b 
3e8d08a7 3f5c6b06 3ed051e8 

3ee256ff 3d1cc91d 3f003576 
3f33bd31 3ebd8354 3f3aa0a4 
3f2395f4 3e661918 3e56a381 

3e91e9e2 3e20f926 3b6ba318 
3ea1f432 3f050bcd 3ed777f3 
3f4c183f 3f480e50 3f356545 

3f3680e2 3f5a509b 3fc24d1a 3facb23b 3febce6e 3feb5884 3faf3198 3f6d7b96 
3f72db11 3faab9d2 4025f850 4002780d 402e1bfe 404097b6 401c7b49 4010ae36 
3facbdb2 4030e7b1 4032474a 40248837 4035a1a2 404845ea 402478ff 3fc7728b 
3f7946c3 40008630 401bfaaf 4003c928 401c721d 4039234c 4020cf69 40184bd5 
3f50c7de 4023fe6e 400aaa08 40165cfc 3fc3e91e 400c23c9 3fe0d433 3fad262c 
3fb94d58 3ff20f37 40043c93 3f8e833f 3f3da9f6 3fbc9637 3fd09b48 3fec9bfa 
3f645d28 3fdcac05 3fc07853 3ff2c6de 3fa2731d 3ff6e846 3fd4eafb 3fe8e012 
3edba4ca 3fa5d8d9 3f9eb803 3ee663e2 3f08bf06 3f0483a2 3f476d17 3f852495 

3f43b528 3f7fb8d2 3f906dd9 3fd21155 3fcc2411 3fc98258 3f901b82 3f7d2d8f 
3fba7232 3fec7244 3ffe7005 403893ce 40119ac0 405b2dcf 40267a34 3fc115c1 
400d07c8 400876cf 403bdadf 40307db4 40537c0c 40330796 4022ce87 3fc72251 
3ffdd991 400ffd41 404d5cec 401846c1 4044f2f4 404d0d97 4039b525 3fc67e02 
3fc2f01a 40321bbe 4016daaf 4027d3b0 3fee2b7a 40132736 401006d8 3f9e2cd7 
3ff5bda5 400484f0 3f9f7d2b 3febc29f 3f67715e 40089173 3fde1a95 3fb39ad9 
3f8b8df5 4022e145 3fc24ddd 3fe11366 3f8b1971 3fdac47c 3fde3245 3f974a7d 
3f9a9be0 3f8e3f8f 3fa9fdaf 3f43f328 3f57b89e 3fa342f8 3fb3830f 3f9792c3 

3f7d6b10 3f9b7729 3fc7f679 4003e6d3 3fce3e50 401fcc03 3febff2a 3f852a32 
3fc83841 3fbb624b 404f9eaa 4014fa03 4067a601 403eda09 403df4d2 400a0f4c 
3ffee06b 403675be 4053f2fb 404a1971 40725c21 4069f6f4 40445ee1 3fca241a 
3fe638ea 40535b75 4021729d 406927fe 4030da62 405ac7b2 40476608 40118cf1 
3fdb29dd 4046c4b9 401138bc 40387996 40075495 403d57cc 3ffa5651 3fdeee64 
3fa7eec8 402f6036 40093a19 3fb25207 3fa3b54c 3fdb53b5 40037203 3fc33954 
3ff9f6dd 3fdc6864 400b3626 3fbc56a5 3fa8fc1a 4005abdf 3ff9238e 3fde88bc 
3fa07bbe 3fe6254e 3f9d7e8b 3f8ef885 3f668598 3fcea40b 3fb8f8f4 3fb39980 

3f22c80f 3fb4c9e0 3f8f456c 3fd7b9b7 3fd2b0b3 3fed5650 3fc01780 3fa1333e 
3fb24c09 40162667 400d543b 4044a013 4044d54c 405af672 403d2c8b 400096df 
40115703 40218a78 404c1f30 40436c7f 4083fcad 4062dda8 403dc832 4000393d 
40164014 4054c49f 4062141d 404f77ae 406d4741 4061dcea 40634407 40078b12 
400e3cea 404b5628 40449441 4037e855 4028a6b2 403e1f53 402a4d08 3fe98a59 
3fdbd943 402d83c9 3fe09c66 3ff841c9 3fb774d3 400d838c 400e611f 3fd5acb2 
3ff580e1 402bcdd1 3fff891d 3fc15083 3f9cf24c 3fc3bffe 400715c1 3fbc9af5 
3fe0ca7e 3ff67ea7 3fc8fbfc 3f9e979e 3f9be970 3fe9bbe1 40053569 3fdb54f8 

3f77d139 3fa9921a 3fbdb454 3fea1f85 40077022 3fe5e446 3fd13083 3f97cd1c 
3fd4aa7a 4007ca2f 40164ffe 404f9dcb 403f244d 406f692c 40350892 3fed7a19 
40196ffb 4033fee4 404a3c58 40570b79 406bddfa 405c2f7d 4045e28a 3fe89123 
401718d9 4034b543 40609d8e 402e044c 4065d4bf 40629ebd 404ba0d7 4004175b 
3fcd99c7 404fcb7a 402bb9c0 403262ec 40108463 402cb2f6 4029b057 3fb298ae 
400af106 400f3120 3feab29b 3fe2716d 3f8b09b6 400df4e5 4001afb8 3fd4e2ce 
3fd3ac59 4032b9d9 3fc996ff 3ffd2f38 3f9e7913 40007a51 40068aea 3fc38926 
3f9a1ebc 3fbcb6f1 3fcd8707 3f7eec50 3f8854ca 3fb15996 3fe16b6a 3fa62fc7 

3f290171 3f810283 3fcece3e 3fc0a89d 3fc51467 3f9e1806 3f961fc2 3f03d91e 
3fae4bb1 401ed0ee 404889c2 403f1697 4032b1d5 40113367 3fffffd6 3fa2a1a6 
3fec5c3a 40306ddc 40213e76 40171bc0 4006ff11 40015189 40327f95 3fcb9e3a 
3fc00b94 402c71d6 3fcbeef9 3fc638c7 3fca3385 3fb02782 3fbdf27a 3eb8dd37 
3fd63955 4021ed49 4021384c 40060540 3fc22b26 3fc7f66a 40079970 3fa069ca 
3ffdc6f9 400746e8 401b76ba 401d0ed7 403e246a 402b5384 3fee1abf 3f3e88de 
3fc0bf7f 400e06b2 405421b1 40451132 403a0427 40044e5e 401289c2 3faec43f 
3f69f0a4 3fe977df 3ff3e8e1 3ffe9dd3 400a3287 3feaf541 3fb06813 3f17a23a 

3f7d0fe7 3fffc47d 401d7099 401d5e4f 400d48d4 3fe60cf4 3fbecad8 3fa32620 
3fd82ddc 402475c0 4039e4d1 403d7a88 403bc1ab 40232004 402ae6b2 3fcd73a5 
3fd2b4b0 404d5625 400fe5d8 400614bd 400b2754 3ff90b7f 3ffcdb41 3fd9ffec 
3fe61b4c 402964bd 4024ebfb 3fc81a3b 3f988805 3fe1776e 4003d493 3f966a26 
400a3487 4028400e 401ff649 403011e3 402d96fa 400f36dd 3fbe9dd5 3fb11d2a 
3fd35d18 4035545b 4050956b 402a96b4 4042464d 402ea790 40207201 3fafee86 
3f7729c7 40248b67 4037ff48 4046fd11 404dd19f 40290d94 3fd2a28f 3fb58cca 
3f5c01f7 3fb8fe4b 3ff452dc 3fc5af1b 3fc918fb 3fd23939 3fd7d411 3f82e4cc 

3fa75e4e 40032786 4015fc17 4022be08 401770e8 3ff5c0b6 3feff80e 3fc3a091 
400d6011 403d70cb 40486a15 403105ad 403b5d07 402325cb 401a378b 3fbe5893 
40149166 403d2a71 403e406e 40065fb5 3ff37cc9 4015ca08 4015acd9 3fd9952a 
401c1331 402b2da2 40006f96 3fe9c6ed 400819e0 3fcab7bd 3fc837d9 3f9064b1 
3feda3b2 4065e463 402514c5 402b05ec 402d7b48 40066a7b 401723e2 3fa905c3 
3fce5950 40332d0e 403d5b28 405865ea 405a8d35 402f40bc 400813f5 3f98c33e 
3fe67332 4023e2c0 40570b02 404a3de5 40310d1c 4029e0ba 4018188b 3fa40066 
3fa775c3 3fa44fdb 40026824 3fddf559 3ff0cca2 3f9ed447 3fb9d093 3f666141 

3f60b7a9 3fd2d12d 4012911f 400ad4b6 40070be9 3fcf0f03 3fc13fea 3f8919e5 
3fbe66e4 4012b189 40302c23 4014ded3 400cf958 400d3fa3 4018e82f 3f92d144 
3fb66bcc 40157f9c 3ffcd0c0 3fec6666 3fcf96fa 3fba9f17 3fd9f7c6 3f57ba27 
3fa2c5fc 401e5cac 3fe0a00a 3fbad9d6 3fa250d0 3f9c1790 3feb2921 3f1ff502 
3fa57f0c 40124b05 400307a7 400c9804 400c6866 3ff4e49b 3fee0d12 3f404e04 
3fac1b47 3fefe764 403499b6 402cd0ff 402371ea 40110b24 400ba0fb 3f59312c 
3fa5dfe1 3fdfcdc1 40285190 401dde77 401b8c6c 3ffbed07 3fe65e0f 3f53c655 
3f6d1beb 3f9e27e4 3fc8b841 3fb1ab8d 3fb0f9dc 3f868d0b 3fa41408 3f2029a2 

3fc10a17 40177de3 402cf31a 402b2205 4020b684 4010742b 4013c111 3fe56926 
3fd53cbd 4014819b 4009260a 3fece7d2 4004165d 40032614 3ff2cf3d 3f843b89 
3fc8d349 40235501 40009a48 3fd19501 3fa76cc1 3f8d9ba3 3fc46da0 3fae4247 
3fe71d00 4019c904 3fe6b877 3fbdda37 3fd989e9 3fea008e 3fd70dba 3f5d70d6 
3fd80b3c 401fcf5b 402cfe4d 40395d55 402ebd61 40085a4a 3fdbfc99 3faf8533 
3fa005dd 400d059b 4032d1cc 40238611 4034a200 401ce17c 3ff935a9 3f71fe98 
3f918aa1 40015004 40123621 400ed1c6 400ac340 3fe9bce8 3fcc039f 3f9e83ec 
